;;;;
;OCORRENCIA;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Errada;;;
SINALIZAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Obstruído;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
OBRA;;;;
OBRA;;;;
PAVIMENTAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Deságue deficiente;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Equipamento inoperante;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Escorregamento;;;
TERRAPLENOS E CONTENÇÕES;;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Trinca tipo 'Couro de Jacaré', FC-3;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Película deficiente;;;
SINALIZAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Amassada;;;
SINALIZAÇÃO;;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Escorregamento;;;
TERRAPLENOS E CONTENÇÕES;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Obstruído;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;Obstruído;;;
DRENAGEM OAC;;;;
OPERAÇÃO;;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Capina deficiente;;;
DRENAGEM OAC;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
DRENAGEM OAC;;;;
SINALIZAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Trinca tipo 'Bloco', FC-2;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Trinca tipo 'Bloco', FC-2;;;
PAVIMENTAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;Trinca tipo 'Bloco', FC-2;;;
PAVIMENTAÇÃO;Operando;;;
OPERAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Trinca tipo 'Bloco', FC-2;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Trinca tipo 'Bloco', FC-2;;;
PAVIMENTAÇÃO;Trinca tipo 'Bloco', FC-2;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
TERRAPLENOS E CONTENÇÕES;;;;
TERRAPLENOS E CONTENÇÕES;;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Obstruído;;;
DRENAGEM OAC;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Obstruído;;;
DRENAGEM OAC;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;Capina deficiente;;;
OBRAS DE ARTE ESPECIAIS;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Ancoragem deficiente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Ausente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Irregularidades no pavimento;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Fraca / Desgastada;;;
SINALIZAÇÃO;Junta de dilatação deficiente;;;
OBRAS DE ARTE ESPECIAIS;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Fixação deficiente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Amassada;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Varrição deficiente;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Defensa sem ancoragem;;;
OBRAS DE ARTE ESPECIAIS;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Desalinhada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Erosão;;;
TERRAPLENOS E CONTENÇÕES;Acúmulo de vegetação;;;
DRENAGEM OAC;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Trinca tipo 'Couro de Jacaré', FC-2;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Sujeira geral;;;
DRENAGEM OAC;Falta elementos;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Escorregamento;;;
TERRAPLENOS E CONTENÇÕES;Sujeira geral;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
OPERAÇÃO;Capina deficiente;;;
OBRAS DE ARTE ESPECIAIS;;;;
OPERAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
DRENAGEM OAC;Desgaste;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Irregularidades no pavimento;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Dispositivo de concreto danificado;;;
DRENAGEM OAC;Afundamento local;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Fraca / Desgastada;;;
SINALIZAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Deságue deficiente;;;
DRENAGEM OAC;;;;
OPERAÇÃO;Sujeira;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Cobertura vegetal deficiente;;;
TERRAPLENOS E CONTENÇÕES;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Drenagem deficiente;;;
TERRAPLENOS E CONTENÇÕES;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;;;;
DRENAGEM OAC;Ausente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
OPERAÇÃO;Iluminação insatisfatória;;;
OBRAS DE ARTE ESPECIAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Ausente;;;
SINALIZAÇÃO;Ausente;;;
SINALIZAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;;;;
OBRAS DE ARTE ESPECIAIS;Afundamento local;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Desgaste;;;
PAVIMENTAÇÃO;;;;
OPERAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Instalações elétricas insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Danificada;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Instalações elétricas insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Instalações elétricas insatisfatório;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
DRENAGEM OAC;;;;
OBRA;;;;
SINALIZAÇÃO;;;;
OBRA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
DRENAGEM OAC;;;;
PAVIMENTAÇÃO;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;Apagada;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
SISTEMA ELÉTRICO E DE ILUMINAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
EDIFICAÇÕES E INSTALAÇÕES OPERACIONAIS;Acúmulo de vegetação;;;
DRENAGEM OAC;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Ancoragem deficiente;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Ausente;;;
SINALIZAÇÃO;;;;
OPERAÇÃO;;;;
OPERAÇÃO;Varrição deficiente;;;
INTERSEÇÕES, ACESSOS E RETORNOS;Acúmulo de vegetação;;;
DRENAGEM OAC;Obstruído;;;
DRENAGEM OAC;Película deficiente;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Amassada;;;
SINALIZAÇÃO;Acúmulo de vegetação;;;
DRENAGEM OAC;Acúmulo de vegetação;;;
DRENAGEM OAC;Pintura deficiente;;;
OBRAS DE ARTE ESPECIAIS;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento de trilha de roda;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;;;;
OBRA;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;;;;
OBRA;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Afundamento local;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Árvores e/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Panela / Buraco;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;;;;
ELEMENTOS DE PROTEÇÃO E SEGURANÇA;Panela \/ Buraco;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;;;;
OBRA;Panela \/ Buraco;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;;;;
OBRA;Desplacamento;;;
PAVIMENTAÇÃO;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Afundamento local;;;
PAVIMENTAÇÃO;Afundamento local;;;
PAVIMENTAÇÃO;Escorregamento de massa asfáltica;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Desplacamento;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Tombamento;;;
OPERAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Panela \/ Buraco;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;;;;
OBRA;;;;
PAVIMENTAÇÃO;Áreas excessivamente remendadas;;;
PAVIMENTAÇÃO;Desgaste;;;
PAVIMENTAÇÃO;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Afundamento local;;;
PAVIMENTAÇÃO;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Roçada\/capina deficitária;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Acúmulo de vegetação;;;
DRENAGEM OAC;Altura superior a 30 cm;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
OBRA;Desnível entre pistas;;;
PAVIMENTAÇÃO;;;;
PAVIMENTAÇÃO;Árvores e\/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Árvores e\/ou arbustos representando perigo à segurança do tráfego;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;;;;
FAIXA DE DOMÍNIO E CANTEIRO CENTRAL;Altura superior a 30 cm;;;
